UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Air_temperature_K_roll_mean,Air_temperature_K_roll_std,Air_temperature_K_roll_var,Process_temperature_K_roll_mean,Process_temperature_K_roll_std,Process_temperature_K_roll_var,Rotational_speed_rpm_roll_mean,Rotational_speed_rpm_roll_std,Rotational_speed_rpm_roll_var,Torque_Nm_roll_mean,Torque_Nm_roll_std,Torque_Nm_roll_var,Tool_wear_min_roll_mean,Tool_wear_min_roll_std,Tool_wear_min_roll_var
350,L47529,L,297.6,308.3,1595,34.3,41,0,0,0,0,0,0,297.49,0.073786478736665,0.005444444444356316,308.25,0.07071067812188139,0.005000000000456316,1611.1,302.54272425559986,91532.09999999992,36.58,10.112017053431455,102.25288888888855,30.6,7.1987653262363205,51.82222222222232
351,H29764,H,297.6,308.3,1400,44.3,43,0,0,0,0,0,0,297.51,0.07378647873663248,0.005444444444351516,308.27,0.04830458915865137,0.0023333333337860994,1603.7,307.13878513358304,94334.23333333331,37.07,10.379044057886798,107.72455555555526,32.9,7.109461614246544,50.54444444444508
352,M15211,M,297.6,308.4,1611,31.0,48,0,0,0,0,0,0,297.53,0.06749485577032614,0.004555555555457128,308.29,0.05676462122370053,0.0032222222226701925,1611.8,306.04531254919306,93663.73333333325,36.910000000000004,10.467563655831695,109.56988888888858,35.5,7.4274266517191485,55.166666666667915
353,M15212,M,297.6,308.4,1507,46.0,51,0,0,0,0,0,0,297.55,0.05270462766847776,0.0027777777776728718,308.31,0.056764621223668814,0.003222222222666592,1615.4,304.41243951805455,92666.93333333323,36.86,10.417741277903433,108.52933333333304,38.1,7.880355321938336,62.100000000001856
354,H29767,H,297.5,308.3,1674,30.0,54,0,0,0,0,0,0,297.55,0.05270462766847776,0.0027777777776728718,308.31000000000006,0.056764621223668814,0.003222222222666592,1644.0,293.92856274952203,86393.99999999971,35.0,9.726253132630237,94.59999999999951,40.8,8.270429251254285,68.4000000000025
355,L47534,L,297.6,308.3,1658,34.3,59,0,0,0,0,0,0,297.56000000000006,0.05163977794838752,0.00266666666655877,308.32,0.04216370214082562,0.0017777777782202627,1565.0,87.50619025722425,7657.333333333529,37.05,6.328287463620941,40.04722222222196,43.8,8.929352346801899,79.73333333333659
356,L47535,L,297.6,308.3,1623,36.9,61,0,0,0,0,0,0,297.57000000000005,0.04830458915281283,0.0023333333332220423,308.32000000000005,0.04216370214082562,0.0017777777782202627,1568.8,89.27834128288,7970.622222222396,37.45,6.161033463091489,37.958333333333115,46.7,9.369572502995686,87.78888888889284
357,M15216,M,297.6,308.4,1398,48.9,63,0,0,0,0,0,0,297.58000000000004,0.04216370213421779,0.0017777777776630413,308.33000000000004,0.04830458915853369,0.0023333333337747304,1562.7,99.15201572445429,9831.12222222243,37.82,6.760144640135695,45.699555555555364,49.6,9.489175119284559,90.04444444444913
358,L47537,L,297.6,308.4,1517,34.2,66,0,0,0,0,0,0,297.59000000000003,0.03162277659981435,0.000999999999881766,308.34,0.051639777953696286,0.0026666666671070574,1560.0,100.08107824270502,10016.222222222445,37.160000000000004,6.759059763671915,45.68488888888864,52.5,9.640769909319994,92.94444444444986
359,M15218,M,297.6,308.3,1467,36.7,68,0,0,0,0,0,0,297.59000000000003,0.03162277659981435,0.000999999999881766,308.34000000000003,0.051639777953696286,0.0026666666671070574,1545.0,101.81464640326818,10366.22222222253,37.660000000000004,6.4898553313785055,42.118222222222016,55.4,9.489175119284637,90.04444444445059
360,M15219,M,297.6,308.3,1567,34.6,71,0,0,0,0,0,0,297.59000000000003,0.03162277659981435,0.000999999999881766,308.34000000000003,0.051639777953696286,0.0026666666671070574,1542.2,100.66534215464344,10133.511111111435,37.69,6.473269824611207,41.90322222222201,58.4,9.167575712501717,84.04444444445136
361,M15220,M,297.5,308.3,1521,38.2,74,0,0,0,0,0,0,297.58000000000004,0.04216370213421779,0.0017777777776630413,308.34000000000003,0.051639777953696286,0.0026666666671070574,1554.3,88.1703527899904,7774.011111111367,37.08,6.055080511438287,36.663999999999746,61.5,8.60555376228417,74.05555555556325
362,L47541,L,297.5,308.3,1596,36.8,77,0,0,0,0,0,0,297.57000000000005,0.04830458915281283,0.0023333333332220423,308.33000000000004,0.04830458915853369,0.0023333333337747304,1552.8,87.22104740893322,7607.511111111376,37.66,5.673760265957256,32.19155555555535,64.4,8.43537524687337,71.15555555556398
363,H29776,H,297.6,308.3,1640,30.9,79,0,0,0,0,0,0,297.57000000000005,0.04830458915281283,0.0023333333332220423,308.32,0.04216370214082562,0.0017777777782202627,1566.1,89.56989821735235,8022.766666666858,36.15,5.196847334896601,27.00722222222191,67.2,8.134972512417411,66.17777777778686
364,L47543,L,297.6,308.3,1438,47.8,84,0,0,0,0,0,0,297.58000000000004,0.04216370213421779,0.0017777777776630413,308.32,0.04216370214082562,0.0017777777782202627,1542.5,89.07082076141116,7933.6111111114315,37.92999999999999,5.862128926896384,34.36455555555535,70.2,8.256983576209148,68.17777777778761
365,L47544,L,297.6,308.4,1407,55.2,86,0,0,0,0,0,0,297.58000000000004,0.04216370213421779,0.0017777777776630413,308.33000000000004,0.04830458915853369,0.0023333333337747304,1517.4,88.26878144496071,7791.37777777824,40.02,7.822162247244822,61.18622222222216,72.9,8.59521830890806,73.87777777778831
366,L47545,L,297.6,308.4,1353,57.5,88,0,0,0,0,0,0,297.58000000000004,0.04216370213421779,0.0017777777776630413,308.34000000000003,0.051639777953696286,0.0026666666671070574,1490.4,93.51672458859106,8745.377777778393,42.08,9.451960408061158,89.33955555555563,75.6,8.682037651253825,75.37777777778903
367,M15226,M,297.6,308.5,1552,40.9,90,0,0,0,0,0,0,297.58000000000004,0.04216370213421779,0.0017777777776630413,308.35,0.07071067812176705,0.005000000000440146,1505.8,89.1899346588222,7954.844444444972,41.28,9.14412987173253,83.61511111111115,78.3,8.525126261691948,72.67777777778973
368,M15227,M,297.6,308.4,1569,38.3,93,0,0,0,0,0,0,297.58000000000004,0.04216370213421779,0.0017777777776630413,308.35,0.07071067812176705,0.005000000000440146,1511.0,91.4038657096469,8354.666666667164,41.690000000000005,8.879495731427799,78.84544444444451,81.0,8.472176684759969,71.7777777777904
369,L47548,L,297.5,308.4,1489,39.5,96,0,0,0,0,0,0,297.57,0.04830458915281283,0.0023333333332220423,308.36,0.06992058988115561,0.004888888889328761,1513.2,90.48732262342632,8187.955555556041,41.97,8.747831477318002,76.52455555555565,83.8,8.323994767472062,69.28888888890225
370,H29783,H,297.5,308.4,1587,36.1,98,0,0,0,0,0,0,297.56000000000006,0.05163977794838752,0.00266666666655877,308.37,0.06749485577431241,0.0045555555559952336,1515.2,92.01666515728083,8467.06666666714,42.120000000000005,8.619332276278074,74.29288888888898,86.5,8.086339647139672,65.38888888890297
371,M15230,M,297.5,308.3,1622,37.2,103,0,0,0,0,0,0,297.56000000000006,0.05163977794838752,0.00266666666655877,308.37,0.06749485577431241,0.0045555555559952336,1525.3,98.068060266556,9617.344444444861,42.019999999999996,8.675482695504618,75.26400000000008,89.4,8.302610031390627,68.93333333334826
372,L47551,L,297.5,308.4,1604,38.1,106,0,0,0,0,0,0,297.56000000000006,0.05163977794838752,0.00266666666655877,308.38,0.06324555320684265,0.004000000000439565,1526.1,98.7392188207591,9749.433333333749,42.15,8.597964875480715,73.9250000000001,92.3,8.551153268550273,73.12222222223801
373,M15232,M,297.4,308.3,1405,51.7,108,0,0,0,0,0,0,297.54,0.06992058987730278,0.004888888888789975,308.38,0.06324555320684265,0.004000000000439565,1502.6,96.55994108439981,9323.822222222761,44.230000000000004,8.073970522611551,65.18900000000026,95.2,8.45642425089516,71.51111111112778
374,L47553,L,297.4,308.3,1412,42.0,111,0,0,0,0,0,0,297.52000000000004,0.07888106377408484,0.00622222222213124,308.38,0.06324555320684265,0.004000000000439565,1500.0,98.81632793555538,9764.66666666722,43.65,7.99697859611159,63.95166666666689,97.9,8.786985325532791,77.21111111112862
375,L47554,L,297.4,308.3,1431,43.0,113,0,0,0,0,0,0,297.5,0.08164965809226019,0.006666666666582988,308.37,0.06749485577431241,0.0045555555559952336,1502.4,96.57259790782895,9326.266666667208,42.43,6.893644415933668,47.52233333333344,100.6,8.871928263412043,78.71111111112943
376,L47555,L,297.4,308.2,1533,37.4,115,0,0,0,0,0,0,297.48,0.07888106377417256,0.006222222222145079,308.35,0.08498365856247335,0.007222222222663049,1520.4,81.18045741843972,6590.266666667105,40.42,4.539897208821651,20.610666666666624,103.3,8.71843512971968,76.0111111111302
377,M15236,M,297.4,308.2,1401,51.9,117,0,0,0,0,0,0,297.46,0.06992058987749869,0.004888888888817371,308.32,0.0788810637774724,0.0062222222226656675,1505.3,88.37426724511857,7810.0111111116385,41.519999999999996,5.8209964782672765,33.884000000000036,106.0,8.313309275561146,69.111111111131
378,M15237,M,297.4,308.2,1424,53.9,120,0,0,0,0,0,0,297.44,0.05163977794880323,0.0026666666666017042,308.3,0.08164965809551,0.006666666667113682,1490.8,88.65639038194692,7859.955555556169,43.08,6.859834789069884,47.05733333333347,108.7,8.000694414307533,64.01111111113177
379,L47558,L,297.3,308.2,1754,29.4,123,0,0,0,0,0,0,297.41999999999996,0.06324555320291074,0.003999999999942212,308.28000000000003,0.07888106377751447,0.006222222222672306,1517.3,121.55844501948852,14776.455555556013,42.07,8.080435906833523,65.29344444444452,111.4,7.791733511301096,60.71111111113252
380,L47559,L,297.3,308.2,1754,26.8,125,0,0,0,0,0,0,297.4,0.06666666666629605,0.004444444444395027,308.26,0.06992058988124598,0.0048888888893413975,1534.0,141.95774019052416,20152.000000000357,41.14,9.288726739679904,86.28044444444446,114.1,7.294594650227882,53.21111111113324
381,L47560,L,297.5,308.3,2564,12.8,127,1,0,0,1,0,0,297.4,0.06666666666629605,0.004444444444395027,308.26000000000005,0.06992058988124598,0.0048888888893413975,1628.2,356.8048953326357,127309.7333333331,38.7,12.929810516786388,167.17999999999986,116.5,7.184087354085686,51.61111111113387
382,L47561,L,297.5,308.5,1546,40.4,129,0,0,0,0,0,0,297.4,0.06666666666629605,0.004444444444395027,308.27000000000004,0.09486832980742604,0.00900000000045056,1622.4,357.7122369229829,127958.04444444425,38.93,12.938405362846428,167.40233333333322,118.8,7.13052904379947,50.84444444446778
383,L47562,L,297.5,308.5,1335,48.0,131,0,0,0,0,0,0,297.40999999999997,0.07378647873689873,0.0054444444443908085,308.29,0.11972189997565272,0.014333333333780193,1615.4,363.08376750031397,131829.82222222205,38.559999999999995,12.580602352652095,158.2715555555554,121.1,6.967384333052712,48.54444444446838
384,M15243,M,297.5,308.6,1842,27.0,133,0,0,0,0,0,0,297.41999999999996,0.0788810637742945,0.006222222222164316,308.32000000000005,0.1549193338497326,0.024000000000444912,1658.4,361.7786923275358,130883.8222222218,37.059999999999995,13.011721211618724,169.30488888888863,123.3,6.896859188550335,47.56666666669119
385,L47564,L,297.5,308.5,1712,26.8,136,0,0,0,0,0,0,297.42999999999995,0.08232726023447852,0.006777777777715548,308.34000000000003,0.16465452047106008,0.027111111111554745,1686.5,352.9589998222952,124580.05555555497,35.44,13.197154575471506,174.1648888888885,125.6,6.915361322609784,47.82222222224735
386,M15245,M,297.6,308.6,1414,45.4,138,0,0,0,0,0,0,297.45,0.09718253158040165,0.009444444444375763,308.38,0.1751190071554396,0.030666666667106903,1674.6,360.63191453028287,130055.37777777725,36.239999999999995,13.566478295170526,184.049333333333,127.9,6.822348894953276,46.54444444447019
387,L47566,L,297.6,308.7,1319,50.9,141,0,0,0,0,0,0,297.47,0.10593499054677813,0.01122222222214597,308.43,0.18885620632402475,0.03566666666710261,1666.4,368.39296651507516,135713.3777777773,36.14,13.441329299341378,180.669333333333,130.3,6.783149055647939,46.011111111137524
388,L47567,L,297.7,308.7,1249,60.4,143,0,0,0,0,0,0,297.5,0.12472191289210645,0.015555555555466187,308.48,0.18737959096855797,0.035111111111544094,1648.9,384.97083583622805,148202.54444444407,36.79,14.510260737377063,210.54766666666637,132.6,6.801960501700505,46.266666666693794
389,L47568,L,297.6,308.7,1455,48.2,145,0,0,0,0,0,0,297.53,0.10593499054666582,0.011222222222122175,308.53,0.1702938636605268,0.029000000000430088,1619.0,387.50397847419987,150159.33333333314,38.67,14.663488291975028,215.01788888888873,134.8,6.908931417618874,47.73333333336114
390,M15249,M,297.6,308.7,1408,54.8,147,0,0,0,0,0,0,297.56000000000006,0.06992058987720778,0.004888888888776691,308.58000000000004,0.13165611772248853,0.01733333333375776,1584.4,389.55222157412135,151750.93333333332,41.47,14.817560902898668,219.56011111111118,137.0,6.944222218668602,48.22222222225068
391,L47570,L,297.6,308.7,1460,46.7,150,0,0,0,0,0,0,297.57000000000005,0.067494855770199,0.004555555555439964,308.62,0.09189365834956557,0.008444444444866682,1474.0,182.49383551232802,33304.00000000063,44.86,10.885790942528926,118.50044444444481,139.3,7.071853442425143,50.011111111140345
392,L47571,L,297.6,308.6,1491,38.1,152,0,0,0,0,0,0,297.58000000000004,0.06324555320242652,0.003999999999880963,308.63,0.08232726023741982,0.006777777778199847,1468.5,180.90467102869584,32726.500000000666,44.63,11.014036498940811,121.30900000000035,141.6,7.0898989179463445,50.26666666669675
393,M15252,M,297.6,308.5,1490,43.4,154,0,0,0,0,0,0,297.59000000000003,0.05676462121867535,0.003222222222099688,308.63,0.08232726023741982,0.006777777778199847,1484.0,174.73026831853502,30530.666666667243,44.17,10.953543313061369,119.98011111111143,143.9,6.999206304211922,48.98888888891992
394,M15253,M,297.5,308.4,1350,52.2,157,0,0,0,0,0,0,297.59000000000003,0.05676462121867535,0.003222222222099688,308.61,0.11005049346338562,0.01211111111153468,1434.8,124.88287846351948,15595.733333334178,46.69,9.345165119520983,87.33211111111163,146.3,6.961002482084579,48.455555555587665
395,L47574,L,297.5,308.4,1528,39.9,160,0,0,0,0,0,0,297.59000000000003,0.05676462121867535,0.003222222222099688,308.6,0.12472191289417016,0.01555555555598097,1416.4,87.4467456989354,7646.933333334278,48.0,6.825768170038573,46.59111111111173,148.7,7.149980574956515,51.12222222225549
396,L47575,L,297.4,308.3,1571,37.7,162,0,0,0,0,0,0,297.57000000000005,0.08232726023416181,0.006777777777663401,308.57,0.15670212364860472,0.0245555555559826,1432.1,100.1404014371865,10028.100000000863,47.230000000000004,7.547781130902018,56.96900000000054,151.1,7.187179944567266,51.65555555558993
397,L47576,L,297.4,308.3,1490,42.6,164,0,0,0,0,0,0,297.55,0.09718253158020203,0.009444444444336965,308.53000000000003,0.1702938636605271,0.02900000000043019,1449.2,93.02902772791282,8654.400000000773,46.4,7.555718952481581,57.088888888889365,153.4,7.275529763073527,52.93333333336872
398,M15257,M,297.4,308.3,1774,28.9,166,0,0,0,0,0,0,297.52000000000004,0.09189365834673217,0.00844444444434594,308.49,0.17288403306644665,0.029888888889320214,1501.7,113.40296880299843,12860.233333333834,43.25,7.636353114470881,58.313888888889124,155.7,7.257945837343658,52.677777777814136
399,H29812,H,297.4,308.3,1502,43.6,169,0,0,0,0,0,0,297.5,0.09428090415770995,0.00888888888879529,308.45,0.16499158227817562,0.027222222222655995,1506.4,112.22022000414299,12593.377777778254,42.790000000000006,7.441094602871884,55.36988888888908,158.1,7.294594650228923,53.211111111148426
400,L47579,L,297.4,308.4,1392,49.7,174,0,0,0,0,0,0,297.47999999999996,0.09189365834678137,0.00844444444435498,308.41999999999996,0.13984117975758514,0.01955555555599324,1504.8,113.88083440353311,12968.84444444493,42.28,6.660296957009929,44.359555555555716,160.8,7.714344503011869,59.51111111114944
401,L47580,L,297.4,308.5,2100,16.9,176,0,0,0,0,0,0,297.46,0.08432740427064545,0.007111111111024871,308.4,0.10540925534104002,0.011111111111552574,1568.8,218.07633729703235,47557.28888888902,39.3,10.192807921928736,103.89333333333322,163.4,8.044321668801564,64.71111111115036
402,L47581,L,297.5,308.5,1722,30.4,178,0,0,0,0,0,0,297.45,0.07071067811805552,0.004999999999915256,308.39,0.08755950357961982,0.007666666667109455,1591.9,221.1326650577783,48899.65555555557,38.53,10.577129415236747,111.87566666666646,166.0,8.151346173760789,66.44444444448465
403,L47582,L,297.4,308.6,1678,32.3,180,0,0,0,0,0,0,297.43,0.048304589153129546,0.0023333333332526403,308.4,0.10540925534104002,0.011111111111552574,1610.7,219.49236888784975,48176.89999999991,37.42,10.591694859652995,112.18399999999968,168.6,8.044321668801684,64.7111111111523
404,L47583,L,297.3,308.6,1273,59.8,182,0,0,0,0,0,0,297.40999999999997,0.05676462121907942,0.0032222222221455618,308.41999999999996,0.1229272594323574,0.0151111111115501,1603.0,230.71772074694783,53230.666666666606,38.17999999999999,11.954989660295718,142.92177777777752,171.1,7.922541679707898,62.76666666670884
405,L47584,L,297.3,308.6,1297,45.9,184,0,0,0,0,0,0,297.39,0.05676462121911113,0.003222222222149162,308.44,0.1349897115437225,0.018222222222657406,1579.9,249.83347787409662,62416.76666666672,38.78,12.198979920924163,148.81511111111092,173.5,7.820912137769467,61.166666666709766
406,L47585,L,297.3,308.5,1350,57.6,186,0,0,0,0,0,0,297.38,0.06324555320280921,0.003999999999929371,308.46000000000004,0.12649110640843564,0.016000000000430184,1557.8,260.26516393008825,67737.9555555557,40.769999999999996,13.55138779280968,183.6401111111112,175.9,7.578478299327465,57.433333333377306
407,L47586,L,297.4,308.6,1439,51.9,188,0,0,0,0,0,0,297.38,0.06324555320280922,0.003999999999929372,308.49,0.11972189997554882,0.014333333333755317,1552.7,262.2335896782785,68766.45555555573,41.7,14.002539452224775,196.07111111111132,178.3,7.180993431741288,51.56666666671153
408,M15267,M,297.4,308.5,1600,42.1,190,0,0,0,0,0,0,297.38,0.06324555320280922,0.003999999999929372,308.51,0.09944289260327345,0.009888888889306178,1535.3,251.469923096625,63237.12222222249,43.019999999999996,13.26455594599551,175.94844444444482,180.7,6.600505031186051,43.56666666671238
409,M15268,M,297.4,308.6,1434,44.4,193,0,0,0,0,0,0,297.38,0.06324555320280922,0.003999999999929372,308.54,0.06992058988094384,0.004888888889299146,1528.5,253.3825610065194,64202.72222222253,43.1,13.270853610659563,176.11555555555594,183.1,6.226288353964438,38.766666666713185
410,L47589,L,297.4,308.6,1459,41.3,196,0,0,0,0,0,0,297.38,0.06324555320280922,0.003999999999929372,308.56000000000006,0.051639777953338066,0.0026666666670700605,1535.2,250.23846404757435,62619.28888888917,42.26,13.071019683083483,170.85155555555582,185.3,6.532823109332216,42.67777777782504
411,M15270,M,297.5,308.6,1472,44.9,198,0,0,0,0,0,0,297.39,0.07378647873676811,0.005444444444371532,308.57000000000005,0.04830458915810519,0.0023333333337333334,1472.4,152.43592460805192,23236.71111111169,45.06,9.563263041451943,91.45600000000067,187.5,6.7535998631218295,45.6111111111592
412,L47591,L,297.5,308.7,1429,44.3,201,0,0,0,0,0,0,297.39,0.07378647873676811,0.005444444444371532,308.59000000000003,0.05676462122321461,0.003222222222615026,1443.1,124.7793163059427,15569.877777778498,46.45,8.092829473607472,65.49388888888978,189.8,7.067924416376033,49.955555555604484
413,L47592,L,297.5,308.6,1388,48.2,203,0,0,0,0,0,0,297.4,0.08164965809230752,0.006666666666590718,308.59000000000003,0.05676462122321461,0.003222222222615026,1414.1,94.03125957775234,8841.87777777864,48.040000000000006,6.385782819844669,40.77822222222334,192.1,7.264066813205698,52.76666666671638
